id,month,type,placename,state,state_abbrev,state_fips,countyname,countyfips,ideology,group,description
1584,4,Anti-Semitic Incident:Harassment,Long Hill,New Jersey,NJ,,Morris,27,,,
2508,4,Anti-Semitic Incident:Harassment,San Diego,California,CA,,San Diego,73,,,
1502,4,Anti-Semitic Incident:Vandalism,Marblehead,Massachusetts,MA,25,Essex,9,,,Swastika carved into school bleachers.
735,4,Anti-Semitic Incident:Harassment,Palos Park,Illinois,IL,17,Cook,31,,,Flyers with anti-Semitic content and swastikas left on vehicles in a parking lot.
1153,4,Anti-Semitic Incident:Vandalism,Jacksonville,Florida,FL,12,Duval,31,,, keyed into Jewish student's car at high school.
267,4,Anti-Semitic Incident:Harassment,Boca Raton,Florida,FL,12,Palm Beach,99,,, during lunch.
2548,4,Anti-Semitic Incident:Vandalism,Waltham,Massachusetts,MA,25,Middlesex,17,,,Swastika drawn on Jewish fraternity's house.
1197,4,Anti-Semitic Incident:Vandalism,Oak Park,Michigan,MI,26,Oakland,125,,,Swastika was drawn on wet pavement.
2187,4,Anti-Semitic Incident:Harassment,San Francisco,California,CA,6,San Francisco,75,,,
747,4,Anti-Semitic Incident:Vandalism,Denver,Colorado,CO,8,Denver,31,,,"Residential neighborhood vandalized with anti-Semitic, racist and other offensive graffiti."
1916,4,Anti-Semitic Incident:Harassment,Philadelphia,Pennsylvania,PA,42,Philadelphia,101,,,Jewish family's Israeli flag vandalized.
1481,4,Anti-Semitic Incident:Vandalism,New York,New York,NY,36,Kings,47,,,Exterior of residential building vandalized with swastika and Star of David.
1764,4,Anti-Semitic Incident:Harassment,Brooklyn,New York,NY,,Kings,47,,,Jewish man harassed for being Jewish.
14,4,Anti-Semitic Incident:Harassment,Albuquerque,New Mexico,NM,35,Bernalillo,1,,,Middle school student victim of anti-Semitic verbal harassment.
1549,4,Anti-Semitic Incident:Harassment,Miami,Florida,FL,12,Miami-Dade,86,,,Jewish organization received letter with anti-Semitic jokes and references to the Holocaust.
1583,4,Anti-Semitic Incident:Harassment,Long Hill,New Jersey,NJ,,Morris,27,,,Individual victim of anti-Semitic verbal harassment in workplace.
630,4,Terrorist Plot/Attack,Columbus,Ohio,OH,39,Franklin,49,Right Wing (Anti-Government),,"Alphonso D. Mobley, Jr., and Roberto M. Innis, Jr., were arrested in April 2016 for planning to set off a bomb as a diversion while they carried out a bank or armored car robbery. They were charged with aggravated arson and criminal use, possession, and illegal assembly of a chemical weapon. In early 2017, Innis pleaded guilty to aggravated arson and criminal use of an explosive device. In May 2017, Mobley was sentenced to 14 years in prison on the same charges as part of a plea agreement."
320,4,Anti-Semitic Incident:Harassment,Bradenton,Florida,FL,12,Manatee,81,,,Jewish students at a middle school experienced anti-Semitic harassment and bullying.
385,4,Anti-Semitic Incident:Vandalism,Brooklyn,New York,NY,,Kings,47,,,Confidential
179,4,Anti-Semitic Incident:Harassment,Aventura,Florida,FL,12,Miami-Dade,86,,,Synagogue received bomb threat.
1227,4,Anti-Semitic Incident:Harassment,Lafayette,California,CA,6,Contra Costa,13,,,
1135,4,Extremist Murder,Indianapolis,Indiana,IN,18,Marion,97,Right Wing (Anti-Government),,Sovereign citizen Giovanni Bailey murdered his wife and killed himself after he was sentenced on felony convictions.
1263,4,Anti-Semitic Incident:Vandalism,Blairstown,New Jersey,NJ,34,Warren,41,,,Anti-Semitic graffiti discovered in park.
2694,4,Anti-Semitic Incident:Harassment,Wixom,Michigan,MI,26,Oakland,125,,,Jewish student experienced anti-Semitic harassment at school.
655,4,Anti-Semitic Incident:Harassment,Cooper City,Florida,FL,12,Broward,11,,,Jewish homeowners victims of anti-Semitic harassment and threats by their neighbor.
1071,4,Anti-Semitic Incident:Harassment,Hollywood,Florida,FL,12,Broward,11,,,Jewish individual subjected to anti-Semitic harassment at an arts and crafts store.
1999,4,Anti-Semitic Incident:Harassment,Princeton,New Jersey,NJ,34,Mercer,21,,,Confidential
720,4,Anti-Semitic Incident:Vandalism,Deer Park,New York,NY,36,Suffolk,103,,, carved into stall at high school bathroom.
1383,4,Anti-Semitic Incident:Harassment,Jersey City,New Jersey,NJ,34,Hudson,17,,,"At commemoration ceremony of 70th anniversary of Katzyn Massacre, complainant found leaflets regarding Jewish conspiracies."
1758,4,Anti-Semitic Incident:Harassment,Brooklyn,New York,NY,,Kings,47,,,Confidential
992,4,Anti-Semitic Incident:Harassment,Los Angeles,California,CA,,Los Angeles,37,,,Confidential
900,4,Anti-Semitic Incident:Harassment,Fort Lauderdale,Florida,FL,12,Broward,11,,,
1917,4,Anti-Semitic Incident:Harassment,Philadelphia,Pennsylvania,PA,42,Philadelphia,101,,,Customer overheard two restaurant employees making anti-Semitic comments.
1150,4,Anti-Semitic Incident:Harassment,Jackson,New Jersey,NJ,,Ocean,29,,, and condiment jar thrown at their car.
1490,4,Anti-Semitic Incident:Vandalism,Scotch Plains,New Jersey,NJ,,Union,39,,,Swastika and confederate flag discovered in public park.
1800,4,Anti-Semitic Incident:Vandalism,Los Angeles,California,CA,,Los Angeles,37,,,Swastika and other graffiti found on school wall.
1591,4,Anti-Semitic Incident:Harassment,Milwaukee,Wisconsin,WI,55,Milwaukee,79,,,Anti-Semitic comments were made at a film discussion.
1078,4,Anti-Semitic Incident:Vandalism,Holmdel,New Jersey,NJ,,Monmouth,25,,,Swastika graffiti discovered in school bathroom.
579,4,Anti-Semitic Incident:Vandalism,Cleveland,Ohio,OH,39,Cuyahoga,35,,,Anti-Semitic sign displayed on business's door.
2249,4,Anti-Semitic Incident:Vandalism,Scarborough,Maine,ME,23,Cumberland,5,,,Residential property vandalized with spray-painted swastika and other slurs..
1455,4,Anti-Semitic Incident:Harassment,Manchester,New Hampshire,NH,33,Hillsborough,11,,,Jewish students faced anti-Semitic harassment in school.
2720,4,Anti-Semitic Incident:Harassment,Yulee,Florida,FL,12,Nassau,89,,,Jewish woman felt threatened after new co-worker described his connections to murderous members of the Ku Klux Klan.
1117,4,Anti-Semitic Incident:Vandalism,Swampscott,Massachusetts,MA,25,Essex,9,,,Swastikas found chalked on sidewalk in a residential neighborhood.
967,4,Anti-Semitic Incident:Vandalism,Marblehead,Massachusetts,MA,25,Essex,9,,,Swastika drawings found on public basketball court.
287,4,Anti-Semitic Incident:Harassment,Boston,Massachusetts,MA,25,Suffolk,25,,,Confidential
1222,4,Anti-Semitic Incident:Vandalism,Charlotte,North Carolina,NC,37,Mecklenburg,119,,,Confidential
2003,4,Anti-Semitic Incident:Vandalism,Buffalo,New York,NY,36,Erie,29,,,Swastika found spray-painted on wall.
802,4,Anti-Semitic Incident:Vandalism,East Rutherford,New Jersey,NJ,34,Bergen,3,,, etched into bathroom stall at high school.
447,4,Anti-Semitic Incident:Harassment,Cambridge,Massachusetts,MA,25,Middlesex,17,,,"Tzipi Livni, a former Foreign Minister of Israel, was subjected to anti-Semitic harassment at a campus event."
804,4,Anti-Semitic Incident:Vandalism,Acton,Massachusetts,MA,,Middlesex,17,,, followed by a swastika spray-painted in public area.
36,4,Anti-Semitic Incident:Vandalism,Allendale,Michigan,MI,26,Ottawa,139,,,Anti-Semitic vandalism on university campus.
1069,4,Anti-Semitic Incident:Vandalism,Holbrook,New York,NY,36,Suffolk,103,,,Swastika drawn on exterior wall of middle school.
1149,4,Anti-Semitic Incident:Vandalism,Islip,New York,NY,36,Suffolk,103,,,Playground equipment vandalized with swastikas.
2470,4,Anti-Semitic Incident:Harassment,Cumberland,Maine,ME,,Cumberland,5,,,Individual received anonymous text message containing references to Hitler and the final solution.
1755,4,Anti-Semitic Incident:Harassment,Brooklyn,New York,NY,,Kings,47,,, chased Jewish man.
2344,4,Anti-Semitic Incident:Harassment,St. Louis,Missouri,MO,29,St. Louis city,510,,,White supremacist left anti-Semitic comments on social media in wake of post referencing hateful flyers found on school campus.
1822,5,Anti-Semitic Incident:Vandalism,Brooklyn,New York,NY,,Kings,47,,,Fire started inside school bus belonging to a Jewish school.
1789,5,Anti-Semitic Incident:Vandalism,Los Angeles,California,CA,,Los Angeles,37,,,Swastika drawn on residential fence.
1052,5,Anti-Semitic Incident:Vandalism,Hauppauge,New York,NY,36,Suffolk,103,,,Private driveway vandalized with swastikas and other graffiti.
370,5,Anti-Semitic Incident:Harassment,Denver,Colorado,CO,8,Denver,31,,,Judge received anti-Semitic fax at his office.
2563,5,Anti-Semitic Incident:Harassment,Washington,District Of Columbia,DC,11,District of Columbia,1,,,Jewish residences targeted with anti-Semitic leaflets.
1842,5,Anti-Semitic Incident:Harassment,Omaha,Nebraska,NE,31,Douglas,55,,, and other anti-Semitic rants.
1119,5,Anti-Semitic Incident:Vandalism,Howell,New Jersey,NJ,,Monmouth,25,,,Swastika painted on planter in front of retail store.
1773,5,Anti-Semitic Incident:Vandalism,Newton,Massachusetts,MA,25,Middlesex,17,,,Small swastika found carved into table at school.
1577,5,Anti-Semitic Incident:Harassment,Milford,Connecticut,CT,,New Haven,9,,,
439,5,Anti-Semitic Incident:Harassment,Cadiz,Ohio,OH,39,Harrison,67,,,Employee at bank made anti-Semitic comment to customer.
410,5,Anti-Semitic Incident:Vandalism,Washington,District Of Columbia,DC,11,District of Columbia,1,,,Anti-Semitic sticker featuring caricature of Jewish man in front of CBS News desk posted at Union Station Metro station.
459,5,Anti-Semitic Incident:Harassment,Cape Coral,Florida,FL,12,Lee,71,,,Middle school student victim of ongoing anti-Semitic bullying and harassment.
1756,5,Anti-Semitic Incident:Vandalism,Thousand Oaks,California,CA,,Ventura,111,,, graffiti found in high school bathroom.
1771,5,Anti-Semitic Incident:Vandalism,Newton,Massachusetts,MA,25,Middlesex,17,,,Card found with swastika drawn on back.
1013,5,Anti-Semitic Incident:Vandalism,Greenwood Village,Colorado,CO,8,Arapahoe,5,,,Posters at a middle school vandalized with anti-Semitic graffiti.
2021,5,Anti-Semitic Incident:Vandalism,Queens,New York,NY,,Queens,81,,,Interior of synagogue vandalized with swastika.
672,5,Anti-Semitic Incident:Vandalism,Cresskill,New Jersey,NJ,34,Bergen,3,,,Swastika spray painted outside home of Jewish resident.
1681,5,Anti-Semitic Incident:Harassment,Naples,Florida,FL,12,Collier,21,,,Homeowner harassed neighbors by displaying a Nazi flag outside their home.
2401,5,Anti-Semitic Incident:Vandalism,Rochester,New York,NY,36,Monroe,55,,,Swastika painted on sidewalk on Yom Hashoah (Holocaust Remembrance Day).
1441,5,Anti-Semitic Incident:Harassment,Madison,New Jersey,NJ,34,Morris,27,,,
524,5,Anti-Semitic Incident:Harassment,Chicago,Illinois,IL,17,Cook,31,,,Anti-Semitic remarks made during a student government hearing.
737,5,Anti-Semitic Incident:Harassment,Denver,Colorado,CO,8,Denver,31,,,Employee posted anti-Semitic flyers that targeted another employee who was retiring.
1367,5,Anti-Semitic Incident:Harassment,Los Angeles,California,CA,6,Los Angeles,37,,,Confidential
1821,5,Anti-Semitic Incident:Vandalism,Brooklyn,New York,NY,,Kings,47,,,Jewish institution's transportation vehicle damaged by a brick while being driven by Hasidic male.
1285,5,Anti-Semitic Incident:Harassment,Las Vegas,Nevada,NV,32,Clark,3,,,Confidential
413,5,Anti-Semitic Incident:Vandalism,Brooklyn,New York,NY,,Kings,47,,,High school hallway vandalized with swastika.
371,5,Anti-Semitic Incident:Harassment,Denver,Colorado,CO,8,Denver,31,,,U.S. District Court judge received anti-Semitic faxes.
1785,5,Anti-Semitic Incident:Harassment,North Brunswick,New Jersey,NJ,,Middlesex,23,,, after teacher announced it was time to clean up.
2275,5,Anti-Semitic Incident:Harassment,Sebring,Florida,FL,12,Highlands,55,,,Jewish woman victim of anti-Semitic harassment by neighbors.
1841,5,Anti-Semitic Incident:Vandalism,Brooklyn,New York,NY,,Kings,47,,,Lamp post vandalized with swastika.
2721,5,Anti-Semitic Incident:Harassment,Yulee,Florida,FL,12,Nassau,89,,,Jewish woman harassed by co-worker who wore Nazi paraphernalia in the workplace.
60,5,Anti-Semitic Incident:Vandalism,Andover,Massachusetts,MA,25,Essex,9,,,Swastika spray-painted in synagogue parking lot.
399,5,Anti-Semitic Incident:Harassment,Washington,District Of Columbia,DC,11,District of Columbia,1,,,"Anti-Semitic flyer, found on street, said Jewish banking families using freemasonry to take over the world and create a dictatorship."
1321,5,Anti-Semitic Incident:Harassment,Lincoln,Nebraska,NE,31,Lancaster,109,,,Synagogue received bomb threat.
2510,5,Anti-Semitic Incident:Vandalism,San Diego,California,CA,,San Diego,73,,,Car windows smashed in well-known Jewish neighborhood.
2101,5,Anti-Semitic Incident:Harassment,Round Rock,Texas,TX,48,Williamson,491,,,Jewish middle school student victim of anti-Semitic harassment.
387,5,Anti-Semitic Incident:Vandalism,Brooklyn,New York,NY,,Kings,47,,,Exterior of business establishment vandalized with anti-Semitic language and Star of David.
2693,5,Anti-Semitic Incident:Vandalism,Boston,Massachusetts,MA,,Suffolk,25,,,Swastika vandalism discovered in high school.
1366,5,Anti-Semitic Incident:Harassment,Los Angeles,California,CA,6,Los Angeles,37,,,Confidential
1598,5,Anti-Semitic Incident:Assault,Brooklyn,New York,NY,,Kings,47,,,Jewish boy's traditional Orthodox headwear forcibly removed by passerby.
787,5,Anti-Semitic Incident:Harassment,East Brunswick,New Jersey,NJ,,Middlesex,23,,,
415,5,Anti-Semitic Incident:Vandalism,Washington,District Of Columbia,DC,11,District of Columbia,1,,,Anti-Masonic and anti-Semitic sticker displayed in Chinatown.
240,5,Anti-Semitic Incident:Vandalism,Beverly,Massachusetts,MA,25,Essex,9,,,Synagogue vandalized with anti-Semitic graffiti.
153,5,Anti-Semitic Incident:Vandalism,Austin,Texas,TX,48,Travis,453,,,Swastika vandalism in elementary school.
358,5,Anti-Semitic Incident:Vandalism,Los Angeles,California,CA,,Los Angeles,37,,,Swastikas carved into three vehicles in predominantly Jewish neighborhood.
1395,5,Anti-Semitic Incident:Vandalism,Los Angeles,California,CA,6,Los Angeles,37,,,Four swastikas drawn on building.
736,5,Anti-Semitic Incident:Harassment,Denver,Colorado,CO,8,Denver,31,,,Synagogue employee received an anti-Semitic email.
1552,5,Anti-Semitic Incident:Harassment,Miami,Florida,FL,12,Miami-Dade,86,,,Anti-Semitic hate mail.
2569,5,Anti-Semitic Incident:Vandalism,Cranston,Rhode Island,RI,44,Providence,7,,,Public spaces vandalized with graffiti including swastikas and anti-Semitic comments and slurs.
1551,5,Anti-Semitic Incident:Harassment,Miami,Florida,FL,12,Miami-Dade,86,,,"Student faced ongoing harassment and bullying at school, including anti-Semitic and homophobic slurs."
2191,5,Anti-Semitic Incident:Vandalism,Merrick,New York,NY,36,Nassau,59,,,Two swastikas were carved into tree.
1018,5,Anti-Semitic Incident:Vandalism,Hackensack,New Jersey,NJ,34,Bergen,3,,,Swastika graffiti discovered on synagogue.
2668,5,Anti-Semitic Incident:Harassment,Milwaukee,Wisconsin,WI,55,Milwaukee,79,,, by passengers in a vehicle.
2227,5,Anti-Semitic Incident:Harassment,Santa Barbara,California,CA,6,Santa Barbara,83,,,Individual received anti-Semitic text messages.
1901,5,Anti-Semitic Incident:Vandalism,Pawtucket,Rhode Island,RI,44,Providence,7,,,Swastika painted outside synagogue.
657,5,Anti-Semitic Incident:Harassment,Coral Gables,Florida,FL,12,Miami-Dade,86,,,Individual received a piece of hateful anti-Semitic material.
2509,5,Anti-Semitic Incident:Harassment,San Diego,California,CA,,San Diego,73,,,A group of men yelled anti-Semitic slurs and vandalized cars in a neighborhood around a local synagogue.
1113,5,Anti-Semitic Incident:Vandalism,Howell,New Jersey,NJ,,Monmouth,25,,,Swastikas and male genitalia spray-painted on school playground equipment.
862,5,Anti-Semitic Incident:Harassment,Cambridge,Massachusetts,MA,25,Middlesex,17,,,Anti-Semitic messages left on condo building bulletin board.
2345,5,Anti-Semitic Incident:Harassment,St. Louis,Missouri,MO,29,St. Louis city,510,,,Synagogue received anti-Semitic hate mail.
2004,5,Anti-Semitic Incident:Vandalism,Princeton,New Jersey,NJ,34,Mercer,21,,,
408,5,Anti-Semitic Incident:Vandalism,Washington,District Of Columbia,DC,11,District of Columbia,1,,, drawn on jewelry store advertisement.
1630,5,Anti-Semitic Incident:Vandalism,Mobile,Alabama,AL,1,Mobile,97,,, painted outside classroom.
1646,5,Anti-Semitic Incident:Harassment,Montrose,Pennsylvania,PA,42,Susquehanna,115,,,Nazi imagery superimposed over high school student's campaign picture.
400,5,Anti-Semitic Incident:Harassment,Washington,District Of Columbia,DC,11,District of Columbia,1,,,Anti-Semitic flyer posted inside Metro stop.
645,5,Anti-Semitic Incident:Vandalism,Commack,New York,NY,36,Suffolk,103,,,Residential building's paper notice of Equal Opportunity Housing vandalized with swastikas.
1167,5,Anti-Semitic Incident:Harassment,Johns Creek,Georgia,GA,13,Fulton,121,,, on school bus.
2116,5,Anti-Semitic Incident:Vandalism,New York,New York,NY,36,Kings,47,,,Star of David drawn on exterior of Jewish-owned business.
749,5,Anti-Semitic Incident:Vandalism,Denver,Colorado,CO,8,Denver,31,,,Synagogue vandalized.
836,5,Anti-Semitic Incident:Harassment,Erie,Colorado,CO,8,Weld,123,,,Teacher at a high school received anti-Semitic threats from students.
37,5,Anti-Semitic Incident:Harassment,Allendale,New Jersey,NJ,34,Bergen,3,,,Numerous swastikas drawn on underside of stairwell in school.
1259,5,Anti-Semitic Incident:Harassment,Lakewood,New Jersey,NJ,34,Ocean,29,,,
1017,5,Anti-Semitic Incident:Vandalism,Hackensack,New Jersey,NJ,34,Bergen,3,,,"Anti- Semitic cartoons and phrases, including image of Hitler, discovered on dry erase board."
1553,5,Anti-Semitic Incident:Harassment,Miami,Florida,FL,12,Miami-Dade,86,,,Anti-Semitic hate mail.
2098,5,Anti-Semitic Incident:Vandalism,Rosemount,Minnesota,MN,27,Dakota,37,,,Swastika drawn on Jewish middle school student's locker.
367,5,Anti-Semitic Incident:Vandalism,Los Angeles,California,CA,,Los Angeles,37,,,Swastika carved into vehicle hood.
2577,5,Anti-Semitic Incident:Harassment,Arlington,Virginia,VA,51,Arlington,13,,,Individual made anti-Semitic remarks to woman during a traffic incident.
1582,5,Anti-Semitic Incident:Assault,Brooklyn,New York,NY,,Kings,47,,,Orthodox Jewish male physically assaulted by male aiming projectiles at him.
1449,5,Anti-Semitic Incident:Vandalism,Magnolia,New Jersey,NJ,34,Camden,7,,, scratched into victim's vehicle.
391,5,Anti-Semitic Incident:Vandalism,Brooklyn,New York,NY,,Kings,47,,,
854,5,Anti-Semitic Incident:Harassment,East Falmouth,Massachusetts,MA,25,Barnstable,1,,,Confidential
305,5,Anti-Semitic Incident:Harassment,Boston,Massachusetts,MA,25,Suffolk,25,,,Flyers containing offensive pro-Nazi messages found around the Boston University campus.
1337,5,Anti-Semitic Incident:Harassment,Long Beach,California,CA,6,Los Angeles,37,,,Casual references to the Holocaust and anti-Semitic jokes made in a middle school classroom.
1730,5,Anti-Semitic Incident:Harassment,New Rochelle,New York,NY,36,Westchester,119,,,Anti-Semitic comments posted city school district's Facebook page.
380,5,Anti-Semitic Incident:Vandalism,Denver,Colorado,CO,8,Denver,31,,, discovered in a mobile bathroom.
982,5,Anti-Semitic Incident:Vandalism,Glendale,Wisconsin,WI,55,Milwaukee,79,,,Drawing of swastika discovered on desk in classroom.
1791,5,Anti-Semitic Incident:Vandalism,Los Angeles,California,CA,,Los Angeles,37,,,Property vandalized with anti-Semitic hate speech.
1592,5,Anti-Semitic Incident:Assault,Brooklyn,New York,NY,,Kings,47,,,
1550,5,Anti-Semitic Incident:Harassment,Miami,Florida,FL,12,Miami-Dade,86,,,Individual received anti-Semitic harassment in reply to a Jewish organization's mailing.
137,5,Anti-Semitic Incident:Harassment,Atwater,California,CA,6,Merced,47,,,Confidential
997,5,Extremist/Police Shootout,Gravois Mills,Missouri,MO,29,Morgan,141,Right Wing (White Supremacist),,Law enforcement charged white supremacist David E. Vernon with first-degree felony assault on law enforcement. The incident started when Vernon allegedly fired shots at deputies who were responding to calls regarding a domestic disturbance at a trailer park.
803,5,Anti-Semitic Incident:Vandalism,East Rutherford,New Jersey,NJ,34,Bergen,3,,,Swastika graffiti discovered in high school bathroom.
1016,5,Anti-Semitic Incident:Harassment,Hackensack,New Jersey,NJ,34,Bergen,3,,,Synagogue received anti-Semitic hate mail.
13,5,Anti-Semitic Incident:Vandalism,Albertson,New York,NY,36,Nassau,59,,,Vehicle vandalized with swastika.
1076,5,Terrorist Plot/Attack,Hollywood,Florida,FL,12,Broward,11,Islamist,,"James Gonzalo Medina plotted to bomb the Aventura Turnberry Jewish Center, which includes a synagogue, classrooms, and meeting halls, during Passover"
1772,5,Anti-Semitic Incident:Vandalism,Newton,Massachusetts,MA,25,Middlesex,17,,,Swastika was found on stool in classroom.
789,5,Anti-Semitic Incident:Vandalism,East Brunswick,New Jersey,NJ,,Middlesex,23,,,Swastika etched into concrete seating area.
2544,5,Anti-Semitic Incident:Vandalism,Hawley,Pennsylvania,PA,42,Wayne,127,,,Local park and nearby bridge vandalized with swastika graffiti.
709,5,Anti-Semitic Incident:Harassment,Dayton,Ohio,OH,39,Montgomery,113,,,Confidential
970,5,Anti-Semitic Incident:Vandalism,Georgetown,Massachusetts,MA,,Essex,9,,,Swastika drawn on football field at middle school.
2163,5,Extremist Murder,San Diego,California,CA,6,San Diego,73,Right Wing (White Supremacist),Aryan Brotherhood,"Elliot Scott Grizzle, a member of the Aryan Brotherhood, committed murder and robbery during a drug deal."
2524,6,Anti-Semitic Incident:Harassment,Los Angeles,California,CA,,Los Angeles,37,,, and immigrants.
1002,6,Anti-Semitic Incident:Vandalism,Hopkinton,Massachusetts,MA,25,Middlesex,17,,,Anti-Semitic vandalism on street sign.
845,6,Anti-Semitic Incident:Harassment,Eustis,Florida,FL,12,Lake,69,,,Client of Jewish veterinarian made anti-Semitic remarks about him and his religion on Facebook.
1264,6,Anti-Semitic Incident:Vandalism,Brick,New Jersey,NJ,,Ocean,29,,,Jewish students faced anti-Semitic harassment in school.
1969,6,Anti-Semitic Incident:Harassment,Pompano Beach,Florida,FL,12,Broward,11,,,Individual harassed by neighbor with anti-Semitic epithets.
2623,6,Anti-Semitic Incident:Vandalism,West Hollywood,California,CA,6,Los Angeles,37,,,Swastika drawn on individual's house.
1604,6,Anti-Semitic Incident:Assault,Brooklyn,New York,NY,,Kings,47,,,Two males dressed in traditional Jewish attire struck by paintballs.
1466,6,Anti-Semitic Incident:Harassment,New York,New York,NY,36,Kings,47,,,Synagogue received three threatening anti-Semitic voicemails.
1504,6,Anti-Semitic Incident:Harassment,Marblehead,Massachusetts,MA,25,Essex,9,,, at player on opposing team.
1790,6,Anti-Semitic Incident:Harassment,Los Angeles,California,CA,,Los Angeles,37,,,Confidential
684,6,Anti-Semitic Incident:Harassment,Los Angeles,California,CA,,Los Angeles,37,,,Confidential
1262,6,Anti-Semitic Incident:Vandalism,Rochester,New Hampshire,NH,33,Strafford,17,,, spray-painted on road and wall in residential neighborhood.
1798,6,Anti-Semitic Incident:Harassment,Los Angeles,California,CA,,Los Angeles,37,,,Confidential
1328,6,Anti-Semitic Incident:Harassment,Litchfield,Connecticut,CT,9,Litchfield,5,,,Confidential
2570,6,Anti-Semitic Incident:Harassment,Providence,Rhode Island,RI,44,Providence,7,,,Confidential
2445,6,Anti-Semitic Incident:Harassment,Teaneck,New Jersey,NJ,,Bergen,3,,,Website that sells yarmulkes hacked and swastika images uploaded.
2426,6,Anti-Semitic Incident:Harassment,Tampa,Florida,FL,12,Hillsborough,57,,,Reporter made racist and anti-Semitic comments while appearing on a Facebook live video for Barstool Sports.
1396,6,Anti-Semitic Incident:Vandalism,Los Angeles,California,CA,6,Los Angeles,37,,,Swastika painted on hood of vehicle in predominantly Orthodox Jewish neighborhood.
1125,6,Anti-Semitic Incident:Vandalism,Huntington Beach,California,CA,6,Orange,59,,,Swastika made from tape left on driveway.
1467,6,Anti-Semitic Incident:Harassment,New York,New York,NY,36,Kings,47,,,
205,6,Anti-Semitic Incident:Harassment,Bedford,Massachusetts,MA,,Middlesex,17,,,Confidential
1297,6,Anti-Semitic Incident:Vandalism,Lauderdale,Minnesota,MN,27,Ramsey,123,,,Jewish woman's neighbor flew a Nazi flag and told her they weren't responsible for the killing of Jews.
242,6,Anti-Semitic Incident:Vandalism,Beverly Hills,California,CA,6,Los Angeles,37,,,Swastika carved into mattress left outside a Jewish person's house.
1711,6,Anti-Semitic Incident:Vandalism,New Brunswick,New Jersey,NJ,34,Middlesex,23,,,Swastika graffiti discovered in elevator at Rutgers University library.
1426,6,Anti-Semitic Incident:Harassment,Lower Merion,Pennsylvania,PA,,Montgomery,91,,,Local rabbi targeted by the (((echo))) anti-Semitic hate symbol.
1889,6,Anti-Semitic Incident:Vandalism,Brooklyn,New York,NY,,Kings,47,,,"Orthodox Jewish woman targeted with anti-Semitic remarks, rock thrown at her vehicle."
1855,6,Anti-Semitic Incident:Harassment,Orange,California,CA,6,Orange,59,,, by jail officials and experienced frequent anti-Semitic harassment.
1022,6,Anti-Semitic Incident:Vandalism,Hamilton,New Jersey,NJ,,Mercer,21,,,Hotel's promotional sign defaced with swastika graffiti.
2402,6,Anti-Semitic Incident:Vandalism,Swampscott,Massachusetts,MA,25,Essex,9,,,Synagogue defaced with stickers of Palestinian flag.
1427,6,Anti-Semitic Incident:Harassment,Lower Merion,Pennsylvania,PA,,Montgomery,91,,,Middle school student student received drawing of swastika on his graduation yearbook.
600,6,Anti-Semitic Incident:Harassment,College Station,Texas,TX,48,Brazos,41,,,Social media group for incoming Texas A&M University students contained anti-Semitic and Holocaust-related jokes.
1896,6,Anti-Semitic Incident:Harassment,Park City,Utah,UT,49,Summit,43,,, reported at a middle school.
1606,6,Anti-Semitic Incident:Assault,Brooklyn,New York,NY,,Kings,47,,, by two adolescents.
1351,6,Anti-Semitic Incident:Harassment,Longmeadow,Massachusetts,MA,25,Hampden,13,,,Photo in middle school yearbook showed student performing the Nazi salute.
1820,6,Anti-Semitic Incident:Vandalism,Ocean,New Jersey,NJ,,Monmouth,25,,, on another student's homework assignment.
2405,6,Anti-Semitic Incident:Vandalism,Hopkinton,Massachusetts,MA,25,Middlesex,17,,,Confidential
2641,6,Anti-Semitic Incident:Vandalism,Westborough,Massachusetts,MA,25,Worcester,27,,,Two middle school students drew swastikas in other students' yearbooks.
247,6,Anti-Semitic Incident:Harassment,Birmingham,Alabama,AL,1,Jefferson,73,,,Repeated anti-Semitic harassment of doctor by nurse.
2072,6,Anti-Semitic Incident:Vandalism,Riverside,California,CA,6,Riverside,65,,, graffiti found in multiple locations across UC Riverside campus.
107,6,Anti-Semitic Incident:Harassment,Atlanta,Georgia,GA,13,Fulton,121,,,Individual received harassing anti-Semitic phone calls.
1088,6,Anti-Semitic Incident:Harassment,Houston,Texas,TX,48,Harris,201,,,
1095,6,Anti-Semitic Incident:Vandalism,Houston,Texas,TX,48,Harris,201,,,Swastika drawn on car at University of Houston Central Campus.
2696,6,Anti-Semitic Incident:Harassment,Woodbridge,Connecticut,CT,,New Haven,9,,,Jewish student victim of anti-Semitic bullying.
660,6,Anti-Semitic Incident:Vandalism,Coral Springs,Florida,FL,12,Broward,11,,, written in black pen in new book at a bookstore.
1579,6,Anti-Semitic Incident:Vandalism,Milford,Connecticut,CT,,New Haven,9,,,Large swastika drawn on steps of community center.
369,6,Anti-Semitic Incident:Vandalism,Aurora,Colorado,CO,8,Arapahoe,5,,,Swastika graffiti discovered on a pedestrian path.
1370,6,Anti-Semitic Incident:Harassment,Los Angeles,California,CA,6,Los Angeles,37,,,Confidential
1774,6,Anti-Semitic Incident:Harassment,Brooklyn,New York,NY,,Kings,47,,,Male shouted anti-Semitic remarks at Hasidic male passerby.
2090,6,Anti-Semitic Incident:Vandalism,Rockville Centre,New York,NY,36,Nassau,59,,,Swastika on locker room wall.
1620,6,Anti-Semitic Incident:Harassment,Minnetonka,Minnesota,MN,27,Hennepin,53,,,
